Gene,Difference,Cluster0Mean,Cluster1Mean,AbsDiff
P4HTM,-0.4783475499092553,4.484810344827586,4.963157894736841,0.4783475499092553
AK6,-0.4779737023593464,0.3331710344827587,0.8111447368421051,0.4779737023593464
RPS6KB1,-0.47796026315789486,0.315045,0.7930052631578949,0.47796026315789486
LRBA,-0.4779064609800365,0.449788275862069,0.9276947368421055,0.4779064609800365
MYH11,-0.4778290381125223,1.5229551724137935,2.000784210526316,0.4778290381125223
TGFBRAP1,-0.4778164246823958,0.8938362068965516,1.3716526315789475,0.4778164246823958
CMC4,-0.4776152450090738,1.0365689655172416,1.5141842105263155,0.4776152450090738
DUSP18,-0.4775254990925595,0.938253448275862,1.4157789473684215,0.4775254990925595
SPDYE2B,-0.4774883847549909,0.8526379310344829,1.3301263157894738,0.4774883847549909
CEP104,-0.4774804900181483,0.849037931034483,1.3265184210526313,0.4774804900181483
MAGEH1,-0.4772189655172412,1.1572310344827585,1.6344499999999997,0.4772189655172412
ST3GAL5,-0.4771676043557165,0.7398534482758623,1.2170210526315788,0.4771676043557165
TMEM170B,-0.4769234573502722,0.26638706896551734,0.7433105263157895,0.4769234573502722
TIRAP,-0.4769095281306718,0.8013931034482756,1.2783026315789474,0.4769095281306718
MARVELD1,-0.4767859346642469,2.0098982758620694,2.4866842105263163,0.4767859346642469
TGDS,-0.4766124773139746,0.3196412068965516,0.7962536842105262,0.4766124773139746
TRAF6,-0.4764367422867517,0.5469843103448275,1.0234210526315792,0.4764367422867517
BRD9,-0.47625027223230454,1.80581551724138,2.2820657894736844,0.47625027223230454
TRMT1,-0.47617059891106983,6.525724137931036,7.001894736842106,0.47617059891106983
INTS1,0.4760353901996357,8.53648275862069,8.060447368421054,0.4760353901996357
UBFD1,-0.47591488203266774,0.833148275862069,1.3090631578947367,0.47591488203266774
CCDC73,-0.47558923774954653,0.5253265517241379,1.0009157894736844,0.47558923774954653
MRPL39,-0.4755019509981853,0.35660120689655167,0.832103157894737,0.4755019509981853
IDH3A,-0.47460018148820327,0.6947103448275864,1.1693105263157897,0.47460018148820327
UFL1,-0.4745865154264975,0.2111963793103448,0.6857828947368423,0.4745865154264975
LTA,-0.474456442831217,1.8414172413793097,2.3158736842105268,0.474456442831217
C6orf226,0.4744088021778583,3.0390982758620684,2.56468947368421,0.4744088021778583
STK25,-0.474370508166972,4.78091896551724,5.255289473684212,0.474370508166972
TMEM176A,0.4743646460980102,14.934375172413798,14.460010526315788,0.4743646460980102
ZNF559,-0.4741308439201452,0.33854810344827585,0.8126789473684211,0.4741308439201452
L3MBTL3,-0.47413061705989107,0.36444017241379306,0.8385707894736841,0.47413061705989107
MED30,-0.4740576225045372,0.6027344827586207,1.076792105263158,0.4740576225045372
SENP1,-0.47367962794918356,0.4563887931034483,0.9300684210526319,0.47367962794918356
STRN,-0.4736050090744104,0.34035551724137925,0.8139605263157896,0.4736050090744104
D2HGDH,0.47315789473684244,3.6261500000000004,3.152992105263158,0.47315789473684244
SPDYE6,-0.4729563520871143,0.6784120689655173,1.1513684210526316,0.4729563520871143
SUFU,-0.4728832123411977,1.3617931034482755,1.8346763157894732,0.4728832123411977
TMLHE,-0.47272593466424695,0.5880082758620688,1.0607342105263158,0.47272593466424695
GATAD1,-0.47262908348457366,0.46195775862068966,0.9345868421052633,0.47262908348457366
MMACHC,-0.4725927404718695,0.8378862068965518,1.3104789473684213,0.4725927404718695
MUTYH,-0.4725898366606174,2.136620689655172,2.609210526315789,0.4725898366606174
TCEA3,-0.4725858439201456,1.1577931034482758,1.6303789473684214,0.4725858439201456
NUP37,-0.47243024500907416,0.6256189655172414,1.0980492105263155,0.47243024500907416
MRPS18A,-0.4723777676951002,3.8543327586206892,4.3267105263157895,0.4723777676951002
FADS3,-0.4721418330308529,1.9287344827586206,2.4008763157894735,0.4721418330308529
CNR2,-0.47199101633393814,0.8883879310344828,1.360378947368421,0.47199101633393814
TMEM234,-0.4719733212341193,1.6613293103448281,2.1333026315789474,0.4719733212341193
MAD1L1,0.4719183303085295,7.158655172413794,6.686736842105264,0.4719183303085295
IL18BP,-0.4718167876588013,2.724656896551724,3.1964736842105252,0.4718167876588013
ZSCAN9,-0.471627059891107,0.5662624137931036,1.0378894736842106,0.471627059891107
CYP1B1,-0.471254264972777,0.3715431034482758,0.8427973684210528,0.471254264972777
SMC5,-0.4711455807622507,0.38852810344827565,0.8596736842105264,0.4711455807622507
CLASP1,-0.47107785843920136,0.8187379310344828,1.2898157894736841,0.47107785843920136
SMIM15,-0.47106944646098015,0.33883844827586196,0.8099078947368421,0.47106944646098015
VEGFA,-0.4705023593466423,0.5044344827586209,0.9749368421052632,0.4705023593466423
TMEM39A,-0.47023974591651546,0.48766551724137924,0.9579052631578947,0.47023974591651546
TMEM14A,-0.4701269237749544,0.46648465517241394,0.9366115789473684,0.4701269237749544
PEX1,-0.47000161524500905,0.33055206896551725,0.8005536842105263,0.47000161524500905
OVCA2,-0.469807622504538,7.778534482758619,8.248342105263157,0.469807622504538
MTX2,-0.46959451905626115,0.3656925862068966,0.8352871052631577,0.46959451905626115
KBTBD11,-0.46936234119782205,0.49830344827586204,0.9676657894736841,0.46936234119782205
VPS53,-0.4693357531760436,1.1278379310344826,1.5971736842105262,0.4693357531760436
CD38,-0.46920378402903806,0.5650856896551725,1.0342894736842105,0.46920378402903806
GNRH1,-0.4691336025408346,0.5876453448275862,1.0567789473684208,0.4691336025408346
BLNK,-0.4689740562613429,0.5353312068965517,1.0043052631578946,0.4689740562613429
MYO19,-0.46894945553539025,0.9020689655172413,1.3710184210526315,0.46894945553539025
PQBP1,-0.46883756805807053,16.35174137931035,16.82057894736842,0.46883756805807053
IER3IP1,-0.4687617876588021,0.34090189655172404,0.8096636842105261,0.4687617876588021
RUFY2,-0.46829936479128864,0.3936637931034481,0.8619631578947368,0.46829936479128864
WDR53,-0.46814614337568095,0.5395301724137932,1.0076763157894741,0.46814614337568095
FMNL3,-0.46813647912885603,1.183079310344828,1.651215789473684,0.46813647912885603
ATG101,-0.46793647912885383,8.432879310344829,8.900815789473683,0.46793647912885383
TST,-0.4679056261343053,11.350620689655171,11.818526315789477,0.4679056261343053
FAM177A1,-0.46788402903811266,0.5683396551724137,1.0362236842105264,0.46788402903811266
BMT2,-0.46782159709618876,0.23348103448275861,0.7013026315789473,0.46782159709618876
OCM,-0.4678128856624322,1.0330844827586205,1.5008973684210527,0.4678128856624322
ENDOD1,-0.4677788566243196,0.9910448275862068,1.4588236842105264,0.4677788566243196
OAF,-0.46774646098003547,3.21329827586207,3.6810447368421055,0.46774646098003547
B4GALT7,0.4677186932849384,5.678034482758622,5.210315789473683,0.4677186932849384
ARRDC1,-0.4677141560798628,13.783706896551719,14.251421052631581,0.4677141560798628
MPV17L2,-0.4675573502722328,2.144768965517241,2.6123263157894736,0.4675573502722328
PHF13,-0.4675147005444644,0.8207379310344829,1.2882526315789473,0.4675147005444644
FHIP2B,-0.4674382940108899,6.717482758620688,7.184921052631578,0.4674382940108899
ZBTB24,-0.4674096188747733,0.693598275862069,1.1610078947368423,0.4674096188747733
QDPR,-0.4671534482758619,2.2986965517241384,2.7658500000000004,0.4671534482758619
METTL16,-0.46713575317604383,0.9854379310344827,1.4525736842105266,0.46713575317604383
INSIG2,-0.4669656805807623,0.2958787931034483,0.7628444736842106,0.4669656805807623
LSM5,-0.46691999092559006,0.4264194827586207,0.8933394736842107,0.46691999092559006
VTI1A,-0.4665603448275857,0.643639655172414,1.1101999999999996,0.4665603448275857
RPL26L1,-0.466482731397459,0.6265856896551726,1.0930684210526316,0.466482731397459
GSTM4,-0.46612123411978335,3.2604103448275854,3.7265315789473688,0.46612123411978335
SSH1,-0.46597225045372026,0.8215882758620692,1.2875605263157894,0.46597225045372026
THUMPD3,-0.4658854174228676,0.4806987931034483,0.9465842105263159,0.4658854174228676
ZSCAN29,-0.4657611252268601,0.4172941379310343,0.8830552631578944,0.4657611252268601
NCK1,-0.4655396460980037,0.3922698275862069,0.8578094736842106,0.4655396460980037
FBXO34,-0.46551521778584365,0.46088741379310355,0.9264026315789472,0.46551521778584365
CUX1,-0.46528466424682424,2.2889258620689654,2.7542105263157897,0.46528466424682424
LSMEM1,-0.46522676950998176,0.29167586206896545,0.7569026315789472,0.46522676950998176
XPA,-0.46467810344827587,0.47492189655172423,0.9396000000000001,0.46467810344827587
ERLEC1,-0.4645348094373868,0.3892441379310345,0.8537789473684213,0.4645348094373868
AKR1C3,-0.46449446460980015,1.3298844827586207,1.7943789473684209,0.46449446460980015
MAF1,0.4642921960072357,40.31034482758619,39.84605263157896,0.4642921960072357
DCLRE1C,-0.46423593466424673,0.5784982758620688,1.0427342105263155,0.46423593466424673
CA6,-0.46421719600725964,0.6207401724137931,1.0849573684210527,0.46421719600725964
TATDN1,-0.46421524500907374,1.6751689655172424,2.139384210526316,0.46421524500907374
BRF2,-0.4642083484573505,1.2269258620689656,1.691134210526316,0.4642083484573505
BLTP3B,-0.463904891107078,0.32226879310344825,0.7861736842105262,0.463904891107078
ZNRF2,-0.4637175771324862,0.42960689655172424,0.8933244736842104,0.4637175771324862
NUP93,-0.46366152450090703,1.2000568965517244,1.6637184210526315,0.46366152450090703
TTC32,-0.4634690744101635,0.30500724137931035,0.7684763157894738,0.4634690744101635
ZBTB7A,-0.46341188747731277,3.2948775862068977,3.7582894736842105,0.46341188747731277
MIX23,-0.4633724682395643,0.34022068965517244,0.8035931578947367,0.4633724682395643
OLFM4,-0.4630477949183305,0.4561243103448276,0.9191721052631581,0.4630477949183305
ZDHHC4,-0.4630274047186922,2.253312068965518,2.71633947368421,0.4630274047186922
ARMC10,-0.4629608892921965,0.5892706896551722,1.0522315789473686,0.4629608892921965
TDP1,-0.46293393829401075,0.872234482758621,1.3351684210526318,0.46293393829401075
NEK8,-0.4626358439201448,1.3712431034482762,1.833878947368421,0.4626358439201448
SUCLG2,-0.46214810344827584,0.48435189655172417,0.9465,0.46214810344827584
SGPP1,-0.4621457259528131,0.2050163793103448,0.6671621052631579,0.4621457259528131
IQCE,-0.46202631578947373,1.1522,1.6142263157894736,0.46202631578947373
CENPV,-0.46192640653357564,0.7993051724137931,1.2612315789473687,0.46192640653357564
ANGPTL6,-0.4619000907441011,2.0515051724137936,2.5134052631578947,0.4619000907441011
NDUFA9,-0.4618774954627949,1.2922672413793104,1.7541447368421053,0.4618774954627949
TSEN15,-0.46174955535390205,0.46553465517241377,0.9272842105263158,0.46174955535390205
KIF22,-0.461480943738656,7.031913793103448,7.493394736842104,0.461480943738656
EMC1,-0.46125852994555405,1.0833362068965515,1.5445947368421056,0.46125852994555405
LRSAM1,-0.46111833030852933,3.807644827586207,4.268763157894736,0.46111833030852933
UBA6,-0.46109676950998185,0.25365586206896557,0.7147526315789474,0.46109676950998185
TCF7L2,-0.46078348457350266,0.4271086206896552,0.8878921052631579,0.46078348457350266
MUSTN1,-0.4606906533575321,4.23596724137931,4.696657894736842,0.4606906533575321
TTLL12,-0.46022368421052784,3.9052499999999983,4.365473684210526,0.46022368421052784
MARCHF9,-0.4599414700544453,3.7656637931034482,4.2256052631578935,0.4599414700544453
LYSMD4,-0.45986533575317634,0.6504241379310345,1.1102894736842108,0.45986533575317634
RSKR,-0.45972375680580746,0.5037341379310345,0.963457894736842,0.45972375680580746
PLPP1,-0.4596607985480944,0.5085655172413793,0.9682263157894737,0.4596607985480944
GPATCH1,-0.45961896551724146,0.8201310344827587,1.2797500000000002,0.45961896551724146
ANKMY2,-0.45908039927404726,0.4564327586206897,0.915513157894737,0.45908039927404726
PNO1,-0.4585069056261344,0.5009036206896551,0.9594105263157895,0.4585069056261344
ZNF33B,-0.4584709618874775,0.4198948275862068,0.8783657894736843,0.4584709618874775
ETFRF1,-0.4582727495462792,0.38366672413793107,0.8419394736842103,0.4582727495462792
SMIM12,-0.4580969147005445,1.4383741379310344,1.896471052631579,0.4580969147005445
CSNK1G1,-0.4578701814882028,0.5139403448275865,0.9718105263157893,0.4578701814882028
HUS1,-0.45776624319419235,0.6712258620689654,1.1289921052631577,0.45776624319419235
EBAG9,-0.4576941197822145,0.3967348275862067,0.8544289473684212,0.4576941197822145
HECTD4,-0.45758965517241423,0.8065603448275861,1.2641500000000003,0.45758965517241423
ARID2,-0.4575086388384757,0.3684124137931034,0.8259210526315791,0.4575086388384757
GALNT3,-0.45712080762250445,0.2732960344827587,0.7304168421052631,0.45712080762250445
UBR1,-0.4570917604355718,0.28880034482758615,0.745892105263158,0.4570917604355718
MAML3,-0.45707259528130684,0.6363379310344828,1.0934105263157896,0.45707259528130684
SLFN12,-0.45695649727767695,0.27813034482758614,0.7350868421052631,0.45695649727767695
MCTP1,-0.45681436479128873,0.3272037931034482,0.784018157894737,0.45681436479128873
B4GALT4,-0.4564395462794915,0.4822341379310345,0.938673684210526,0.4564395462794915
LYSMD3,-0.45633942831215946,0.21379741379310344,0.6701368421052629,0.45633942831215946
UBE2V2,-0.4560763520871143,0.2712770689655172,0.7273534210526315,0.4560763520871143
PPIE,-0.4559911978221416,1.6209982758620691,2.0769894736842107,0.4559911978221416
KCNN4,-0.45581379310344694,4.473186206896552,4.928999999999999,0.45581379310344694
EPHB6,-0.4551125226860231,3.6654137931034487,4.120526315789472,0.4551125226860231
AKAP1,-0.45506950998185125,0.7462620689655172,1.2013315789473684,0.45506950998185125
GPRASP1,-0.4549592105263159,0.3934750000000001,0.848434210526316,0.4549592105263159
DMPK,0.4548234119782233,3.1278655172413803,2.673042105263157,0.4548234119782233
C12orf4,-0.45463599818511813,0.2817718965517241,0.7364078947368422,0.45463599818511813
SLC36A1,-0.45461491833030854,0.5154903448275862,0.9701052631578947,0.45461491833030854
KCTD21,-0.45444915607985503,0.7398718965517238,1.1943210526315788,0.45444915607985503
EIF2AK4,-0.4543342105263156,0.5841500000000001,1.0384842105263157,0.4543342105263156
GRPEL2,-0.4543273865698727,0.25169103448275865,0.7060184210526314,0.4543273865698727
LRIG1,-0.4539867422867514,0.5615093103448277,1.015496052631579,0.4539867422867514
FOCAD,-0.45395716878402925,0.6595086206896551,1.1134657894736844,0.45395716878402925
PYGM,-0.4539312159709623,2.054779310344827,2.5087105263157894,0.4539312159709623
ZNF548,-0.4539055172413791,0.456544482758621,0.9104500000000001,0.4539055172413791
DDRGK1,-0.4538484573502757,10.198862068965514,10.65271052631579,0.4538484573502757
MIEF1,-0.45376261343012725,0.8022189655172413,1.2559815789473685,0.45376261343012725
OSBPL3,-0.45372123411978255,0.4761553448275861,0.9298765789473686,0.45372123411978255
CSNK1E,-0.45327468239564417,1.3808568965517243,1.8341315789473684,0.45327468239564417
C21orf91,-0.45323054446461003,0.3609860344827585,0.8142165789473685,0.45323054446461003
PRXL2B,-0.45322150635208747,3.700725862068966,4.153947368421053,0.45322150635208747
TRPM7,-0.45294696914700533,0.26393724137931024,0.7168842105263156,0.45294696914700533
GNG7,-0.4527078039927419,2.4197948275862062,2.872502631578948,0.4527078039927419
FBXW11,-0.45268765880217776,0.5116465517241379,0.9643342105263156,0.45268765880217776
OTULIN,-0.4526327586206895,0.8290672413793103,1.2816999999999998,0.4526327586206895
PCNX3,-0.45221869328493725,5.267465517241379,5.719684210526316,0.45221869328493725
CTDSPL2,-0.4521135117967333,0.273855172413793,0.7259686842105263,0.4521135117967333
ABCA2,-0.4521116152450082,5.571862068965517,6.023973684210525,0.4521116152450082
LRRN3,-0.45165336660617056,0.18160689655172418,0.6332602631578947,0.45165336660617056
PTGES2,0.4515136116152423,6.230724137931033,5.779210526315791,0.4515136116152423
B3GNTL1,-0.45141996370235926,2.339237931034483,2.7906578947368423,0.45141996370235926
C2orf88,-0.451394101633394,0.5482137931034484,0.9996078947368424,0.451394101633394
MRPL50,-0.4512249092558981,0.33743982758620694,0.788664736842105,0.4512249092558981
SLC41A3,-0.4510204174228676,2.379813793103448,2.830834210526316,0.4510204174228676
ZBTB11,-0.450909655172414,0.22989534482758625,0.6808050000000002,0.450909655172414
GPX3,-0.4507632486388382,2.0284551724137927,2.479218421052631,0.4507632486388382
SBF2,-0.45061272232304883,0.3325951724137931,0.7832078947368419,0.45061272232304883
TTPAL,-0.4505462794918327,0.6213379310344826,1.0718842105263153,0.4505462794918327
BRI3BP,-0.45054019963702385,0.4704413793103448,0.9209815789473687,0.45054019963702385
GPD2,-0.4505098911070782,0.29550879310344824,0.7460186842105264,0.4505098911070782
ZYG11B,-0.4504589927404717,0.3023225862068966,0.7527815789473683,0.4504589927404717
BLZF1,-0.4504355898366606,0.27369862068965517,0.7241342105263158,0.4504355898366606
CCSAP,-0.4503542014519056,0.27659948275862073,0.7269536842105263,0.4503542014519056
TOMM40L,-0.44998784029038186,1.3499068965517238,1.7998947368421057,0.44998784029038186
ZNF275,-0.4498236842105263,0.6163999999999998,1.0662236842105262,0.4498236842105263
NRROS,-0.449713248638842,8.931655172413793,9.381368421052635,0.449713248638842
GPI,-0.4494691470054457,6.6517413793103435,7.101210526315789,0.4494691470054457
TPTEP2-CSNK1E,-0.44944509981851155,1.2601706896551723,1.7096157894736839,0.44944509981851155
TNFRSF12A,-0.44943602540834915,1.912003448275862,2.3614394736842113,0.44943602540834915
GSPT2,-0.4494019237749548,0.47327965517241366,0.9226815789473685,0.4494019237749548
PPOX,-0.4480723230490007,2.944522413793104,3.3925947368421046,0.4480723230490007
VSIG1,-0.4476470145190562,0.44210982758620687,0.8897568421052631,0.4476470145190562
PAQR7,-0.4476011887477316,1.4113277586206896,1.8589289473684212,0.4476011887477316
PARP16,-0.4473967332123412,0.9648637931034483,1.4122605263157895,0.4473967332123412
KIFAP3,-0.4472959618874773,0.42631982758620685,0.8736157894736841,0.4472959618874773
DDI2,-0.4472402903811254,0.44164655172413786,0.8888868421052633,0.4472402903811254
EID2,-0.44710111615244974,0.9183936206896551,1.3654947368421049,0.44710111615244974
NLRP2,-0.4468332486388382,0.6901851724137933,1.1370184210526315,0.4468332486388382
KIF1C,-0.44675254083484583,1.9806948275862069,2.4274473684210527,0.44675254083484583
CA1,-0.4465950090744091,2.8190155172413807,3.2656105263157897,0.4465950090744091
ELOF1,0.4465499092559,15.548655172413792,15.102105263157892,0.4465499092559
CLPP,0.44643874773139736,5.636991379310344,5.190552631578947,0.44643874773139736
ZNF438,-0.4462177858439199,0.6151137931034484,1.0613315789473683,0.4462177858439199
ZSCAN16,-0.4460078947368419,0.5069500000000001,0.952957894736842,0.4460078947368419
RIC1,-0.4459321052631577,0.3298100000000001,0.7757421052631578,0.4459321052631577
MPHOSPH9,-0.4457332577132488,0.47009568965517223,0.915828947368421,0.4457332577132488
DAB2,-0.4456278584392016,0.8467879310344827,1.2924157894736843,0.4456278584392016
HSPA14,-0.44561430127041746,0.41357517241379305,0.8591894736842105,0.44561430127041746
LONRF1,-0.44560701451905615,0.2421948275862069,0.6878018421052631,0.44560701451905615
YARS2,-0.44560290381125234,0.6966655172413792,1.1422684210526315,0.44560290381125234
ZFYVE16,-0.4454474047186935,0.22250206896551716,0.6679494736842106,0.4454474047186935
PLXND1,-0.44537640653357613,4.970255172413792,5.415631578947369,0.44537640653357613
PTPN9,-0.4445441923774953,0.6828689655172415,1.1274131578947368,0.4445441923774953
PPIH,-0.4445222323049004,0.9811172413793104,1.4256394736842108,0.4445222323049004
BGLAP,-0.4444955535390198,4.111846551724137,4.556342105263157,0.4444955535390198
CEP164,-0.4439932849364794,1.6954672413793104,2.1394605263157898,0.4439932849364794
CAPN10,-0.4438303085299449,5.597827586206897,6.041657894736842,0.4438303085299449
ZSCAN18,-0.4432385662431937,1.733148275862069,2.176386842105263,0.4432385662431937
GOSR2,-0.4431918330308524,0.916434482758621,1.3596263157894735,0.4431918330308524
ATP13A2,0.4428575317604375,6.150620689655173,5.707763157894735,0.4428575317604375
HTT,-0.44226379310344655,2.0744362068965527,2.5166999999999993,0.44226379310344655
TNFRSF10D,-0.4422186025408342,0.8464603448275861,1.2886789473684204,0.4422186025408342
FCRL5,-0.442163702359347,1.3910310344827583,1.8331947368421053,0.442163702359347
PIN4,-0.4415165154264973,0.4402913793103448,0.8818078947368421,0.4415165154264973
LRTOMT,-0.44142758620689637,1.2321724137931036,1.6736,0.44142758620689637
SLC9A6,-0.44140182395644273,0.3437639655172415,0.7851657894736842,0.44140182395644273
TCEAL3,-0.44132967332123463,1.1977413793103446,1.6390710526315793,0.44132967332123463
MEMO1,-0.44127196007259506,0.5312017241379311,0.9724736842105262,0.44127196007259506
SETDB2,-0.44102776769509977,0.33553275862068965,0.7765605263157894,0.44102776769509977
PARG,-0.4409249364791288,0.4566013793103447,0.8975263157894735,0.4409249364791288
NDUFS1,-0.4407107078039929,0.6511103448275859,1.0918210526315788,0.4407107078039929
S1PR3,-0.4402899727767695,0.43837844827586214,0.8786684210526317,0.4402899727767695
GABPB2,-0.440027059891107,0.4763624137931035,0.9163894736842105,0.440027059891107
ZFAND2A,-0.44002087114337574,0.713239655172414,1.1532605263157898,0.44002087114337574
AXIN1,-0.4400068058076214,3.8823879310344833,4.322394736842105,0.4400068058076214
FOXRED1,-0.43999509981851137,2.206320689655173,2.646315789473684,0.43999509981851137
PDCD11,-0.43937722323049044,2.0634017241379308,2.502778947368421,0.43937722323049044
SMCO4,-0.4393311252268597,1.3936241379310346,1.8329552631578943,0.4393311252268597
ERLIN2,-0.43925229582577147,0.4613608620689656,0.9006131578947371,0.43925229582577147
ITM2C,-0.4390471869328474,5.657689655172415,6.096736842105263,0.4390471869328474
RTL6,-0.4388709528130673,0.7960343103448272,1.2349052631578945,0.4388709528130673
CKAP2,-0.4388440834845737,0.23960775862068961,0.6784518421052633,0.4388440834845737
PCCB,-0.4386765880217782,1.9096155172413793,2.3482921052631576,0.4386765880217782
TRMT12,-0.4386197822141561,0.8110775862068963,1.2496973684210524,0.4386197822141561
SLC39A13,-0.43854255898366556,4.711825862068965,5.15036842105263,0.43854255898366556
PSRC1,-0.43848466424682386,1.3459758620689657,1.7844605263157896,0.43848466424682386
MYSM1,-0.4384792286751362,0.2156610344827585,0.6541402631578948,0.4384792286751362
SLC2A6,-0.4384065335753151,5.214172413793105,5.65257894736842,0.4384065335753151
DSTYK,-0.4381775862068964,0.5732224137931037,1.0114,0.4381775862068964
FASTKD3,-0.4381195281306715,0.2585331034482758,0.6966526315789473,0.4381195281306715
CRYZ,-0.43807835753176055,0.3247563793103448,0.7628347368421053,0.43807835753176055
TMEM150A,-0.43807540834845704,1.9914482758620695,2.4295236842105266,0.43807540834845704
GLCCI1,-0.43786569872958253,0.3406298275862069,0.7784955263157894,0.43786569872958253
ZFTRAF1,-0.43774047186932563,8.796206896551725,9.23394736842105,0.43774047186932563
EDRF1,-0.43758750453720524,0.3671677586206897,0.8047552631578949,0.43758750453720524
GID4,-0.4372151542649727,0.6531137931034481,1.0903289473684208,0.4372151542649727
GPATCH11,-0.4371184029038114,0.36222896551724143,0.7993473684210528,0.4371184029038114
EIF2AK3,-0.4369966787658801,0.31635068965517243,0.7533473684210525,0.4369966787658801
SPECC1,-0.43686388384755004,0.8837413793103448,1.3206052631578948,0.43686388384755004
IL23A,-0.4368228675136112,1.176303448275862,1.6131263157894733,0.4368228675136112
OVGP1,-0.4365614791288568,0.8676343103448276,1.3041957894736844,0.4365614791288568
SDHAF3,-0.436226950998185,0.5030862068965518,0.9393131578947368,0.436226950998185
AP5M1,-0.436103947368421,0.2441750000000001,0.6802789473684211,0.436103947368421
KLRC3,-0.4360973865698726,0.8407810344827588,1.2768784210526314,0.4360973865698726
DBP,0.4358992740471872,3.900241379310344,3.4643421052631567,0.4358992740471872
RPL36,-0.43568058076229477,168.8137931034483,169.24947368421059,0.43568058076229477
SLC51A,-0.43543988203266815,0.563873275862069,0.9993131578947372,0.43543988203266815
PASK,-0.4353797640653361,1.2262965517241378,1.6616763157894738,0.4353797640653361
SYNJ2BP-COX16,-0.435340381125227,0.546601724137931,0.981942105263158,0.435340381125227
MAPK9,-0.435328493647913,0.48817413793103454,0.9235026315789475,0.435328493647913
IGFLR1,-0.43525680580762227,28.282637931034483,28.717894736842105,0.43525680580762227
CLASP2,-0.4348872504537206,0.28672327586206886,0.7216105263157895,0.4348872504537206
ARFGAP1,-0.434844827586204,11.266655172413795,11.7015,0.434844827586204
TBC1D3,-0.4348386569872964,1.3549034482758615,1.789742105263158,0.4348386569872964
ARL5A,-0.43481897459165153,0.24947155172413807,0.6842905263157896,0.43481897459165153
LRRC8A,-0.43474401088929193,1.7574586206896554,2.1922026315789473,0.43474401088929193
RBM48,-0.43454192377495454,0.4946396551724139,0.9291815789473684,0.43454192377495454
TRIM24,-0.4344588021778584,0.325951724137931,0.7604105263157894,0.4344588021778584
TMEM218,-0.43443566243194176,0.62303275862069,1.0574684210526317,0.43443566243194176
PRSS57,0.43434962794918286,0.9597762068965514,0.5254265789473685,0.43434962794918286
RDH5,-0.4343431941923779,2.168762068965517,2.603105263157895,0.4343431941923779
SLC30A1,-0.4343128584392013,0.29185293103448273,0.726165789473684,0.4343128584392013
TM6SF1,-0.4342590834845734,0.3166277586206896,0.750886842105263,0.4342590834845734
NNT,-0.4340181488203263,0.44448448275862085,0.8785026315789471,0.4340181488203263
KCNQ1,-0.4338920145190581,6.348344827586206,6.782236842105264,0.4338920145190581
TMEM19,-0.43388593466424696,0.506198275862069,0.940084210526316,0.43388593466424696
NOC2L,-0.43369056261343,8.532362068965517,8.966052631578947,0.43369056261343
ZUP1,-0.43352517241379307,0.27170482758620695,0.70523,0.43352517241379307
THAP7,0.43340562613430134,6.071879310344828,5.638473684210527,0.43340562613430134
NRBP2,-0.43327241379310366,0.9213775862068965,1.3546500000000001,0.43327241379310366
BPNT1,-0.43324891107078056,0.6303379310344827,1.0635868421052632,0.43324891107078056
ENOSF1,-0.4328402359346647,0.5355984482758619,0.9684386842105266,0.4328402359346647
SMC6,-0.43274653357531756,0.24718241379310346,0.679928947368421,0.43274653357531756
CRLS1,-0.4327191833030852,0.46738344827586215,0.9001026315789473,0.4327191833030852
NOL10,-0.432689655172414,0.5976603448275861,1.03035,0.432689655172414
MAIP1,-0.4321306715063521,0.719248275862069,1.151378947368421,0.4321306715063521
TGFBR3,-0.43194122504537225,0.4761098275862069,0.9080510526315791,0.43194122504537225
RRAS2,-0.43167814882032657,0.32483448275862065,0.7565126315789472,0.43167814882032657
CLMN,-0.4316616606170597,0.8421646551724137,1.2738263157894734,0.4316616606170597
DCAF10,-0.4315476406533575,0.4665155172413793,0.8980631578947368,0.4315476406533575
CFAP298,-0.4315208711433751,0.8729896551724141,1.3045105263157892,0.4315208711433751
MAPKBP1,-0.43152068965517243,1.1834293103448275,1.6149499999999999,0.43152068965517243
FAAH,-0.431483121597096,4.149937931034483,4.581421052631579,0.431483121597096
BRAF,-0.4312345916515427,0.32579172413793106,0.7570263157894738,0.4312345916515427
RAB21,-0.4310780217785839,0.34367724137931055,0.7747552631578944,0.4310780217785839
ACTMAP,-0.43089818511796807,2.033496551724138,2.464394736842106,0.43089818511796807
ERMN,-0.43076752268602553,0.3284237931034482,0.7591913157894737,0.43076752268602553
ING1,-0.43069255898366565,0.6372258620689657,1.0679184210526314,0.43069255898366565
EXOSC6,-0.4304224137931033,0.7984275862068967,1.22885,0.4304224137931033
PNPT1,-0.43026714156079865,0.396127068965517,0.8263942105263157,0.43026714156079865
PNPO,-0.43016125226860313,1.4246413793103447,1.8548026315789479,0.43016125226860313
GLB1L,-0.42973493647912875,0.8132413793103448,1.2429763157894735,0.42973493647912875
MGA,-0.4296207713248637,0.4457239655172414,0.8753447368421051,0.4296207713248637
GALNT11,-0.42943196007259526,0.44074172413793106,0.8701736842105263,0.42943196007259526
AGAP4,-0.4293238656987296,0.7160603448275861,1.1453842105263157,0.4293238656987296
ENTPD2,-0.42878795825771365,0.5315686206896552,0.9603565789473688,0.42878795825771365
