GeneID,importance,Symbol,Description
51167,0.0,CYB5R4,cytochrome b5 reductase 4
107986618,0.0,LINC02857,long intergenic non-protein coding RNA 2857
112609,0.0,MRAP2,melanocortin 2 receptor accessory protein 2
22832,0.0,CEP162,centrosomal protein 162
107986621,0.0,LOC107986621,uncharacterized LOC107986621
107986620,0.0,LOC107986620,uncharacterized LOC107986620
107986619,0.0,LOC107986619,uncharacterized LOC107986619
105377880,0.0,LINC01611,long intergenic non-protein coding RNA 1611
9096,0.0,TBX18,T-box transcription factor 18
102724201,0.0,TBX18-AS1,TBX18 antisense RNA 1
105377881,0.0,LOC105377881,uncharacterized LOC105377881
101928820,0.0,LINC02535,long intergenic non-protein coding RNA 2535
4907,0.0,NT5E,5'-nucleotidase ecto
57231,0.0,SNX14,sorting nexin 14
26799,0.0,SNORD50A,"small nucleolar RNA, C/D box 50A"
692088,0.0,SNORD50B,"small nucleolar RNA, C/D box 50B"
107986622,0.0,LOC107986622,
101928842,0.0,LOC101928842,uncharacterized LOC101928842
107986532,0.0,LOC107986532,
3354,0.0,HTR1E,5-hydroxytryptamine receptor 1E
112267964,0.0,LOC112267964,
1081,0.0,CGA,"glycoprotein hormones, alpha polypeptide"
23036,0.0,ZNF292,zinc finger protein 292
375519,0.0,GJB7,gap junction protein beta 7
57150,0.0,SMIM8,small integral membrane protein 8
206412,0.0,C6orf163,chromosome 6 open reading frame 163
63914,0.0,LINC01590,long intergenic non-protein coding RNA 1590
154313,0.0,CFAP206,cilia and flagella associated protein 206
10559,0.0,SLC35A1,solute carrier family 35 member A1
57038,0.0,RARS2,"arginyl-tRNA synthetase 2, mitochondrial"
23595,0.0,ORC3,origin recognition complex subunit 3
55122,0.0,AKIRIN2,akirin 2
101928911,0.0,LOC101928911,uncharacterized LOC101928911
105377882,0.0,LOC105377882,uncharacterized LOC105377882
107986541,0.0,LOC107986541,uncharacterized LOC107986541
81833,0.0,SPACA1,sperm acrosome associated 1
1268,0.0,CNR1,cannabinoid receptor 1
105377884,0.0,LOC105377884,uncharacterized LOC105377884
105377885,0.0,LOC105377885,uncharacterized LOC105377885
101928936,0.0,LOC101928936,uncharacterized LOC101928936
8732,0.0,RNGTT,RNA guanylyltransferase and 5'-phosphatase
10957,0.0,PNRC1,proline rich nuclear receptor coactivator 1
135293,0.0,PM20D2,peptidase M20 domain containing 2
135295,0.0,SRSF12,serine and arginine rich splicing factor 12
101929004,0.0,LOC101929004,uncharacterized LOC101929004
2569,0.0,GABRR1,gamma-aminobutyric acid type A receptor subunit rho1
2570,0.0,GABRR2,gamma-aminobutyric acid type A receptor subunit rho2
51465,0.0,UBE2J1,ubiquitin conjugating enzyme E2 J1
58528,0.0,RRAGD,Ras related GTP binding D
105377889,0.0,LOC105377889,uncharacterized LOC105377889
101929057,0.0,MDN1-AS1,MDN1 antisense RNA 1
23195,0.0,MDN1,midasin AAA ATPase 1
9994,0.0,CASP8AP2,caspase 8 associated protein 2
84694,0.0,GJA10,gap junction protein alpha 10
60468,0.0,BACH2,BTB domain and CNC homolog 2
105377890,0.0,LOC105377890,uncharacterized LOC105377890
105377891,0.0,LOC105377891,uncharacterized LOC105377891
100616109,0.0,MIR4464,microRNA 4464
6885,0.0,MAP3K7,mitogen-activated protein kinase kinase kinase 7
107986623,0.0,LOC107986623,uncharacterized LOC107986623
105377893,0.0,LOC105377893,uncharacterized LOC105377893
107986624,0.0,LOC107986624,uncharacterized LOC107986624
100616174,0.0,MIR4643,microRNA 4643
101929083,0.0,CASC6,cancer susceptibility 6
105377894,0.0,LOC105377894,uncharacterized LOC105377894
107986625,0.0,LOC107986625,uncharacterized LOC107986625
105377896,0.0,LOC105377896,uncharacterized LOC105377896
102724665,0.0,LOC102724665,
107986533,0.0,LINC02531,long intergenic non-protein coding RNA 2531
105377897,0.0,LOC105377897,uncharacterized LOC105377897
2045,0.0,EPHA7,EPH receptor A7
105377899,0.0,LOC105377899,uncharacterized LOC105377899
643432,0.0,TSG1,tumor suppressor TSG1
105377901,0.0,LOC105377901,uncharacterized LOC105377901
101927288,0.0,MANEA-DT,MANEA divergent transcript
79694,0.0,MANEA,mannosidase endo-alpha
107986543,0.0,LOC107986543,uncharacterized LOC107986543
107986626,0.0,LOC107986626,uncharacterized LOC107986626
10690,0.0,FUT9,fucosyltransferase 9
105377905,0.0,LOC105377905,uncharacterized LOC105377905
100861530,0.0,UFL1-AS1,UFL1 antisense RNA 1
23376,0.0,UFL1,UFM1 specific ligase 1
9457,0.0,FHL5,four and a half LIM domains 5
105377908,0.0,LOC105377908,uncharacterized LOC105377908
81491,0.0,GPR63,G protein-coupled receptor 63
29078,0.0,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4
114792,0.0,KLHL32,kelch like family member 32
253714,0.0,MMS22L,"MMS22 like, DNA repair protein"
101927314,0.0,LOC101927314,uncharacterized LOC101927314
105377909,0.0,LOC105377909,uncharacterized LOC105377909
107986627,0.0,LOC107986627,uncharacterized LOC107986627
100302164,0.0,MIR2113,microRNA 2113
105377910,0.0,LOC105377910,uncharacterized LOC105377910
105447646,0.0,PNKY,long intergenic non-protein coding RNA PNKY
5454,0.0,POU3F2,POU class 3 homeobox 2
26235,0.0,FBXL4,F-box and leucine rich repeat protein 4
100616347,0.0,MIR548AI,microRNA 548ai
84553,0.0,FAXC,"failed axon connections homolog, metaxin like GST domain containing"
51805,0.0,COQ3,"coenzyme Q3, methyltransferase"
100130890,0.0,TSTD3,thiosulfate sulfurtransferase like domain containing 3
85015,0.0,USP45,ubiquitin specific peptidase 45
892,0.0,CCNC,cyclin C
59336,0.0,PRDM13,PR/SET domain 13
84539,0.0,MCHR2,melanin concentrating hormone receptor 2
728012,0.0,MCHR2-AS1,MCHR2 antisense RNA 1
105377911,0.0,LOC105377911,uncharacterized LOC105377911
6492,0.0,SIM1,SIM bHLH transcription factor 1
102724406,0.0,SIM1-AS1,SIM1 antisense RNA 1
10973,0.0,ASCC3,activating signal cointegrator 1 complex subunit 3
107984041,0.0,LOC107984041,uncharacterized LOC107984041
2898,0.0,GRIK2,glutamate ionotropic receptor kainate type subunit 2
101927388,0.0,LOC101927388,uncharacterized LOC101927388
105377913,0.0,LOC105377913,uncharacterized LOC105377913
105377916,0.0,LOC105377916,uncharacterized LOC105377916
105377917,0.0,LOC105377917,uncharacterized LOC105377917
102724443,0.0,LOC102724443,uncharacterized LOC102724443
105377918,0.0,LOC105377918,uncharacterized LOC105377918
57531,0.0,HACE1,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1
100113403,0.0,LIN28B-AS1,LIN28B antisense RNA 1
389421,0.0,LIN28B,lin-28 homolog B
11149,0.0,BVES,blood vessel epicardial substance
154442,0.0,BVES-AS1,BVES antisense RNA 1
64208,0.0,POPDC3,popeye domain containing 3
105377920,0.0,LOC105377920,
5550,0.0,PREP,prolyl endopeptidase
105377921,0.0,LOC105377921,uncharacterized LOC105377921
105377922,0.0,LINC02836,long intergenic non-protein coding RNA 2836
105377923,0.0,LOC105377923,uncharacterized LOC105377923
639,0.0,PRDM1,PR/SET domain 1
9474,0.0,ATG5,autophagy related 5
202,0.0,CRYBG1,crystallin beta-gamma domain containing 1
105377924,0.0,LOC105377924,uncharacterized LOC105377924
101927405,0.0,LOC101927405,uncharacterized LOC101927405
84816,0.0,RTN4IP1,reticulon 4 interacting protein 1
55278,0.0,QRSL1,glutaminyl-tRNA amidotransferase subunit QRSL1
105377926,0.0,LINC02526,long intergenic non-protein coding RNA 2526
105377927,0.0,LOC105377927,uncharacterized LOC105377927
100422737,0.0,LINC02532,long intergenic non-protein coding RNA 2532
693172,0.0,MIR587,microRNA 587
105377928,0.0,LOC105377928,uncharacterized LOC105377928
100133941,0.0,CD24,CD24 molecule
57673,0.0,BEND3,BEN domain containing 3
57107,0.0,PDSS2,decaprenyl diphosphate synthase subunit 2
55084,0.0,SOBP,sine oculis binding protein homolog
256380,0.0,SCML4,Scm polycomb group protein like 4
11231,0.0,SEC63,"SEC63 homolog, protein translocation regulator"
105377929,0.0,LOC105377929,uncharacterized LOC105377929
28962,0.0,OSTM1,osteoclastogenesis associated transmembrane protein 1
100287366,0.0,OSTM1-AS1,OSTM1 antisense RNA 1
7101,0.0,NR2E1,nuclear receptor subfamily 2 group E member 1
8724,0.0,SNX3,sorting nexin 3
246269,0.0,AFG1L,AFG1 like ATPase
105377932,0.0,LOC105377932,
2309,0.0,FOXO3,forkhead box O3
107986629,0.0,LOC107986629,uncharacterized LOC107986629
387111,0.0,LINC00222,long intergenic non-protein coding RNA 222
84071,0.0,ARMC2,armadillo repeat containing 2
101929716,0.0,ARMC2-AS1,ARMC2 antisense RNA 1
27244,0.0,SESN1,sestrin 1
285753,0.0,CEP57L1,centrosomal protein 57 like 1
221262,0.0,CCDC162P,"coiled-coil domain containing 162, pseudogene"
101927538,0.0,LOC101927538,
8763,0.0,CD164,CD164 molecule
285755,0.0,PPIL6,peptidylprolyl isomerase like 6
6610,0.0,SMPD2,sphingomyelin phosphodiesterase 2
64780,0.0,MICAL1,"microtubule associated monooxygenase, calponin and LIM domain containing 1"
9841,0.0,ZBTB24,zinc finger and BTB domain containing 24
9896,0.0,FIG4,FIG4 phosphoinositide 5-phosphatase
107986630,0.0,LOC107986630,
2830,0.0,GPR6,G protein-coupled receptor 6
107986631,0.0,LOC107986631,uncharacterized LOC107986631
8936,0.0,WASF1,WASP family member 1
51362,0.0,CDC40,cell division cycle 40
728464,0.0,METTL24,methyltransferase like 24
105377937,0.0,LOC105377937,uncharacterized LOC105377937
102724586,0.0,LOC102724586,uncharacterized LOC102724586
8528,0.0,DDO,D-aspartate oxidase
105377936,0.0,LOC105377936,uncharacterized LOC105377936
85413,0.0,SLC22A16,solute carrier family 22 member 16
105377938,0.0,LOC105377938,uncharacterized LOC105377938
105377940,0.0,LOC105377940,uncharacterized LOC105377940
105377939,0.0,LOC105377939,uncharacterized LOC105377939
105377941,0.0,LOC105377941,uncharacterized LOC105377941
23097,0.0,CDK19,cyclin dependent kinase 19
262,0.0,AMD1,adenosylmethionine decarboxylase 1
109616968,0.0,SNORA40C,"small nucleolar RNA, H/ACA box 40C"
112495,0.0,GTF3C6,general transcription factor IIIC subunit 6
84154,0.0,RPF2,ribosome production factor 2 homolog
442245,0.0,GSTM2P1,glutathione S-transferase mu 2 pseudogene 1
117247,0.0,SLC16A10,solute carrier family 16 member 10
109623478,0.0,SNORD166,"small nucleolar RNA, C/D box 166"
107986521,0.0,MFSD4B-DT,MFSD4B divergent transcript
5980,0.0,REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit"
643749,0.0,TRAF3IP2-AS1,TRAF3IP2 antisense RNA 1
107986522,0.0,LOC107986522,uncharacterized LOC107986522
10758,0.0,TRAF3IP2,TRAF3 interacting protein 2
105377944,0.0,LOC105377944,uncharacterized LOC105377944
2534,0.0,FYN,"FYN proto-oncogene, Src family tyrosine kinase"
105377945,0.0,LOC105377945,uncharacterized LOC105377945
102724646,0.0,LOC102724646,uncharacterized LOC102724646
105377946,0.0,LINC02527,long intergenic non-protein coding RNA 2527
105377947,0.0,LOC105377947,uncharacterized LOC105377947
8838,0.0,CCN6,cellular communication network factor 6
51175,0.0,TUBE1,tubulin epsilon 1
619208,0.0,FAM229B,family with sequence similarity 229 member B
3910,0.0,LAMA4,laminin subunit alpha 4
107986633,0.0,LOC107986633,uncharacterized LOC107986633
101927640,0.0,LAMA4-AS1,LAMA4 antisense RNA 1
107986632,0.0,LOC107986632,uncharacterized LOC107986632
442247,0.0,RFPL4B,ret finger protein like 4B
101927664,0.0,LOC101927664,uncharacterized LOC101927664
105377949,0.0,LOC105377949,uncharacterized LOC105377949
107986634,0.0,LOC107986634,uncharacterized LOC107986634
105377950,0.0,LOC105377950,uncharacterized LOC105377950
107986635,0.0,LOC107986635,uncharacterized LOC107986635
105377951,0.0,LOC105377951,
107986636,0.0,LOC107986636,uncharacterized LOC107986636
105377952,0.0,LOC105377952,uncharacterized LOC105377952
105377956,0.0,LOC105377956,uncharacterized LOC105377956
105377953,0.0,LOC105377953,uncharacterized LOC105377953
105377955,0.0,LOC105377955,uncharacterized LOC105377955
107986637,0.0,LOC107986637,uncharacterized LOC107986637
105377957,0.0,LINC02518,long intergenic non-protein coding RNA 2518
101927686,0.0,LINC02541,long intergenic non-protein coding RNA 2541
4082,0.0,MARCKS,myristoylated alanine rich protein kinase C substrate
285758,0.0,MROCKI,MARCKS cis regulating lncRNA promoter of cytokines and inflammation
285759,0.0,LINC02880,long intergenic non-protein coding RNA 2880
3066,0.0,HDAC2,histone deacetylase 2
101927768,0.0,HDAC2-AS2,HDAC2 and HS3ST5 antisense RNA 2
222537,0.0,HS3ST5,heparan sulfate-glucosamine 3-sulfotransferase 5
107986638,0.0,LOC107986638,uncharacterized LOC107986638
105377959,0.0,LNCPOIR,lncRNA periodontal mesenchymal stem cell osteogenesis related
105377960,0.0,LOC105377960,uncharacterized LOC105377960
105377961,0.0,LOC105377961,uncharacterized LOC105377961
105377962,0.0,LINC02534,long intergenic non-protein coding RNA 2534
2444,0.0,FRK,fyn related Src family tyrosine kinase
728402,0.0,TPI1P3,triosephosphate isomerase 1 pseudogene 3
221294,0.0,NT5DC1,5'-nucleotidase domain containing 1
1300,0.0,COL10A1,collagen type X alpha 1 chain
23270,0.0,TSPYL4,TSPY like 4
112267965,0.0,LOC112267965,
7259,0.0,TSPYL1,TSPY like 1
100287467,0.0,LOC100287467,uncharacterized LOC100287467
441168,0.0,CALHM6,calcium homeostasis modulator family member 6
100128327,0.0,TRAPPC3L,trafficking protein particle complex subunit 3L
254228,0.0,CALHM5,calcium homeostasis modulator family member 5
221301,0.0,CALHM4,calcium homeostasis modulator family member 4
51389,0.0,RWDD1,RWD domain containing 1
345895,0.0,RSPH4A,radial spoke head component 4A
3841,0.0,KPNA5,karyopherin subunit alpha 5
221303,0.0,FAM162B,family with sequence similarity 162 member B
105377963,0.0,LOC105377963,uncharacterized LOC105377963
222545,0.0,GPRC6A,G protein-coupled receptor class C group 6 member A
222546,0.0,RFX6,regulatory factor X6
105377964,0.0,LOC105377964,uncharacterized LOC105377964
245806,0.0,VGLL2,vestigial like family member 2
6098,0.0,ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase"
57120,0.0,GOPC,golgi associated PDZ and coiled-coil motif containing
101927919,0.0,LOC101927919,uncharacterized LOC101927919
116150,0.0,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit
222553,0.0,SLC35F1,solute carrier family 35 member F1
105377967,0.0,LOC105377967,uncharacterized LOC105377967
107986523,0.0,LOC107986523,uncharacterized LOC107986523
387119,0.0,CEP85L,centrosomal protein 85 like
105377971,0.0,LOC105377971,uncharacterized LOC105377971
23629,0.0,BRD7P3,bromodomain containing 7 pseudogene 3
5350,0.0,PLN,phospholamban
107986524,0.0,LOC107986524,uncharacterized LOC107986524
100287632,0.0,SELENOKP3,selenoprotein K pseudogene 3
254394,0.0,MCM9,minichromosome maintenance 9 homologous recombination repair factor
25842,0.0,ASF1A,anti-silencing function 1A histone chaperone
79632,0.0,FAM184A,family with sequence similarity 184 member A
693128,0.0,MIR548B,microRNA 548b
4121,0.0,MAN1A1,mannosidase alpha class 1A member 1
107986526,0.0,LOC107986526,
285762,0.0,LOC285762,uncharacterized LOC285762
105377973,0.0,LOC105377973,
107986525,0.0,LOC107986525,uncharacterized LOC107986525
105377975,0.0,LOC105377975,uncharacterized LOC105377975
105377972,0.0,LOC105377972,uncharacterized LOC105377972
100422951,0.0,MIR3144,microRNA 3144
105377977,0.0,LOC105377977,uncharacterized LOC105377977
221322,0.0,TBC1D32,TBC1 domain family member 32
2697,0.0,GJA1,gap junction protein alpha 1
105377979,0.0,LOC105377979,uncharacterized LOC105377979
105377978,0.0,LOC105377978,
3298,0.0,HSF2,heat shock transcription factor 2
5570,0.0,PKIB,cAMP-dependent protein kinase inhibitor beta
112267966,0.0,LOC112267966,
2173,0.0,FABP7,fatty acid binding protein 7
10924,0.0,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A
134829,0.0,CLVS2,clavesin 2
10345,0.0,TRDN,triadin
105377984,0.0,LOC105377984,uncharacterized LOC105377984
101927990,0.0,TRDN-AS1,TRDN antisense RNA 1
105377982,0.0,LOC105377982,uncharacterized LOC105377982
105377981,0.0,LOC105377981,uncharacterized LOC105377981
154215,0.0,NKAIN2,sodium/potassium transporting ATPase interacting 2
7955,0.0,RNF217-AS1,RNF217 antisense RNA 1 (head to head)
154214,0.0,RNF217,ring finger protein 217
7164,0.0,TPD52L1,TPD52 like 1
100126584,0.0,LOC100126584,uncharacterized LOC100126584
51020,0.0,HDDC2,HD domain containing 2
107986640,0.0,LOC107986640,uncharacterized LOC107986640
102723341,0.0,LOC102723341,uncharacterized LOC102723341
105377986,0.0,HEY2-AS1,HEY2 antisense RNA 1
643623,0.0,LINC02523,long intergenic non-protein coding RNA 2523
23493,0.0,HEY2,hes related family bHLH transcription factor with YRPW motif 2
100189269,0.0,TRE-CTC1-7,tRNA-Glu (anticodon CTC) 1-7
135112,0.0,NCOA7,nuclear receptor coactivator 7
104355145,0.0,NCOA7-AS1,NCOA7 antisense RNA 1
135114,0.0,HINT3,histidine triad nucleotide binding protein 3
60487,0.0,TRMT11,tRNA methyltransferase 11 homolog
101928096,0.0,LOC101928096,replaced by ID 60487
387103,0.0,CENPW,centromere protein W
693173,0.0,MIR588,microRNA 588
105377992,0.0,LOC105377992,uncharacterized LOC105377992
105377993,0.0,LOC105377993,uncharacterized LOC105377993
105377991,0.0,LOC105377991,uncharacterized LOC105377991
105377989,0.0,LOC105377989,uncharacterized LOC105377989
84870,0.0,RSPO3,R-spondin 3
112267972,0.0,LOC112267972,replaced by ID 105377989
81847,0.0,RNF146,ring finger protein 146
55862,0.0,ECHDC1,ethylmalonyl-CoA decarboxylase 1
105377994,0.0,LOC105377994,uncharacterized LOC105377994
107986641,0.0,LOC107986641,
387104,0.0,SOGA3,SOGA family member 3
9729,0.0,KIAA0408,KIAA0408
107986642,0.0,LOC107986642,uncharacterized LOC107986642
352999,0.0,C6orf58,chromosome 6 open reading frame 58
105377995,0.0,LOC105377995,uncharacterized LOC105377995
105377996,0.0,LOC105377996,uncharacterized LOC105377996
105377997,0.0,LINC02536,long intergenic non-protein coding RNA 2536
112267973,0.0,LOC112267973,replaced by ID 387357
5796,0.0,PTPRK,protein tyrosine phosphatase receptor type K
101928140,0.0,PTPRK-AS1,PTPRK antisense RNA 1
105377998,0.0,LOC105377998,uncharacterized LOC105377998
3908,0.0,LAMA2,laminin subunit alpha 2
102723409,0.0,LOC102723409,uncharacterized LOC102723409
93663,0.0,ARHGAP18,Rho GTPase activating protein 18
253582,0.0,TMEM244,transmembrane protein 244
105377999,0.0,LOC105377999,uncharacterized LOC105377999
84456,0.0,L3MBTL3,L3MBTL histone methyl-lysine binding protein 3
105378000,0.0,LOC105378000,
154075,0.0,SAMD3,sterile alpha motif domain containing 3
112267974,0.0,LOC112267974,uncharacterized LOC112267974
114801,0.0,TMEM200A,transmembrane protein 200A
105378002,0.0,LOC105378002,uncharacterized LOC105378002
105378003,0.0,LOC105378003,uncharacterized LOC105378003
100507203,0.0,SMLR1,small leucine rich protein 1
2037,0.0,EPB41L2,erythrocyte membrane protein band 4.1 like 2
105378004,0.0,LOC105378004,uncharacterized LOC105378004
102723445,0.0,LOC102723445,uncharacterized LOC102723445
9465,0.0,AKAP7,A-kinase anchoring protein 7
107986643,0.0,LOC107986643,
105378005,0.0,LOC105378005,uncharacterized LOC105378005
9439,0.0,MED23,mediator complex subunit 23
5169,0.0,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3
79541,0.0,OR2A4,olfactory receptor family 2 subfamily A member 4
643854,0.0,CTAGE9,CTAGE family member 9
100616455,0.0,MIR548H5,microRNA 548h-5
5167,0.0,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1
100616191,0.0,MIR548AJ1,microRNA 548aj-1
100507254,0.0,LINC01013,long intergenic non-protein coding RNA 1013
26002,0.0,MOXD1,monooxygenase DBH like 1
134860,0.0,TAAR9,trace amine associated receptor 9
83551,0.0,TAAR8,trace amine associated receptor 8
319100,0.0,TAAR6,trace amine associated receptor 6
9038,0.0,TAAR5,trace amine associated receptor 5
9288,0.0,TAAR3P,"trace amine associated receptor 3, pseudogene"
9287,0.0,TAAR2,trace amine associated receptor 2
134864,0.0,TAAR1,trace amine associated receptor 1
8876,0.0,VNN1,vanin 1
55350,0.0,VNN3P,"vanin 3, pseudogene"
116843,0.0,SLC18B1,solute carrier family 18 member B1
107986644,0.0,LOC107986644,uncharacterized LOC107986644
6206,0.0,RPS12,ribosomal protein S12
594837,0.0,SNORD101,"small nucleolar RNA, C/D box 101"
594838,0.0,SNORD100,"small nucleolar RNA, C/D box 100"
594839,0.0,SNORA33,"small nucleolar RNA, H/ACA box 33"
105378008,0.0,LOC105378008,uncharacterized LOC105378008
285735,0.0,LINC00326,long intergenic non-protein coding RNA 326
2070,0.0,EYA4,EYA transcriptional coactivator and phosphatase 4
100507308,0.0,TARID,TCF21 antisense RNA inducing promoter demethylation
154089,0.0,LINC01312,long intergenic non-protein coding RNA 1312
6943,0.0,TCF21,transcription factor 21
9519,0.0,TBPL1,TATA-box binding protein like 1
154091,0.0,SLC2A12,solute carrier family 2 member 12
387065,0.0,HMGA1P7,high mobility group AT-hook 1 pseudogene 7
6446,0.0,SGK1,serum/glucocorticoid regulated kinase 1
107986646,0.0,LOC107986646,
105378009,0.0,LOC105378009,uncharacterized LOC105378009
101928231,0.0,CT69,cancer/testis associated transcript 69
154092,0.0,LINC01010,long intergenic non-protein coding RNA 1010
101928304,0.0,LINC03002,long intergenic non-protein coding RNA 3002
101928277,0.0,LOC101928277,uncharacterized LOC101928277
64577,0.0,ALDH8A1,aldehyde dehydrogenase 8 family member A1
10767,0.0,HBS1L,HBS1 like translational GTPase
100500880,0.0,MIR3662,microRNA 3662
105378010,0.0,LOC105378010,uncharacterized LOC105378010
4602,0.0,MYB,"MYB proto-oncogene, transcription factor"
105378011,0.0,LOC105378011,uncharacterized LOC105378011
693126,0.0,MIR548A2,microRNA 548a-2
54806,0.0,AHI1,Abelson helper integration site 1
100131814,0.0,AHI1-DT,AHI1 divergent transcript
105378013,0.0,LINC02524,long intergenic non-protein coding RNA 2524
105378012,0.0,LOC105378012,uncharacterized LOC105378012
101928326,0.0,LOC101928326,uncharacterized LOC101928326
27115,0.0,PDE7B,phosphodiesterase 7B
101928373,0.0,LOC101928373,uncharacterized LOC101928373
644135,0.0,PDE7B-AS1,PDE7B antisense RNA 1
113115,0.0,MTFR2,mitochondrial fission regulator 2
4217,0.0,MAP3K5,mitogen-activated protein kinase kinase kinase 5
101928461,0.0,MAP3K5-AS1,MAP3K5 antisense RNA 1
101928429,0.0,MAP3K5-AS2,MAP3K5 antisense RNA 2
5191,0.0,PEX7,peroxisomal biogenesis factor 7
340146,0.0,SLC35D3,solute carrier family 35 member D3
100294720,0.0,NHEG1,neuroblastoma highly expressed 1
53832,0.0,IL20RA,interleukin 20 receptor subunit alpha
116379,0.0,IL22RA2,interleukin 22 receptor subunit alpha 2
105378017,0.0,LOC105378017,uncharacterized LOC105378017
107986544,0.0,LOC107986544,
102723633,0.0,LOC102723633,uncharacterized LOC102723633
167826,0.0,OLIG3,oligodendrocyte transcription factor 3
102723649,0.0,LINC03004,long intergenic non-protein coding RNA 3004
105378018,0.0,LOC105378018,uncharacterized LOC105378018
100507406,0.0,LINC02539,long intergenic non-protein coding RNA 2539
100130476,0.0,WAKMAR2,wound and keratinocyte migration associated lncRNA 2
107986649,0.0,LOC107986649,
7128,0.0,TNFAIP3,TNF alpha induced protein 3
105378020,0.0,LINC02528,long intergenic non-protein coding RNA 2528
107986545,0.0,LOC107986545,
105378021,0.0,LOC105378021,uncharacterized LOC105378021
64065,0.0,PERP,p53 apoptosis effector related to PMP22
57221,0.0,ARFGEF3,ARFGEF family member 3
59351,0.0,PBOV1,prostate and breast cancer overexpressed 1
110806279,0.0,SMIM28,small integral membrane protein 28
57224,0.0,NHSL1,NHS like 1
100423001,0.0,MIR3145,microRNA 3145
441172,0.0,NHSL1-AS1,NHSL1 antisense RNA 1
100507462,0.0,CCDC28A-AS1,CCDC28A antisense RNA 1
25901,0.0,CCDC28A,coiled-coil domain containing 28A
345930,0.0,ECT2L,epithelial cell transforming 2 like
107986650,0.0,LOC107986650,uncharacterized LOC107986650
85021,0.0,REPS1,RALBP1 associated Eps domain containing 1
58527,0.0,ABRACL,ABRA C-terminal like
51696,0.0,HECA,"hdc homolog, cell cycle regulator"
167838,0.0,TXLNB,taxilin beta
102723690,0.0,LOC102723690,uncharacterized LOC102723690
10370,0.0,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
107986651,0.0,LOC107986651,uncharacterized LOC107986651
645434,0.0,LINC01625,long intergenic non-protein coding RNA 1625
105378023,0.0,LOC105378023,uncharacterized LOC105378023
105378024,0.0,LOC105378024,uncharacterized LOC105378024
100132735,0.0,FILNC1,FOXO induced long non-coding RNA 1
100507477,0.0,LINC02941,long intergenic non-protein coding RNA 2941
103352541,0.0,LOC103352541,uncharacterized LOC103352541
107986652,0.0,LOC107986652,uncharacterized LOC107986652
105378025,0.0,LOC105378025,uncharacterized LOC105378025
100500879,0.0,MIR3668,microRNA 3668
105378027,0.0,LOC105378027,uncharacterized LOC105378027
105378026,0.0,LOC105378026,uncharacterized LOC105378026
100616180,0.0,MIR4465,microRNA 4465
107986653,0.0,LOC107986653,replaced by ID 102723724
102723724,0.0,LOC102723724,uncharacterized LOC102723724
105378029,0.0,LOC105378029,uncharacterized LOC105378029
105378030,0.0,LOC105378030,uncharacterized LOC105378030
105378031,0.0,LOC105378031,uncharacterized LOC105378031
107986654,0.0,LOC107986654,uncharacterized LOC107986654
4829,0.0,NMBR,neuromedin B receptor
100126572,0.0,GJE1,gap junction protein epsilon 1
51534,0.0,VTA1,vesicle trafficking 1
105378032,0.0,LINC02919,long intergenic non-protein coding RNA 2919
153910,0.0,LOC153910,uncharacterized LOC153910
3097,0.0,HIVEP2,HIVEP zinc finger 2
107986655,0.0,HIVEP2-DT,HIVEP2 divergent transcript
100507489,0.0,LINC01277,long intergenic non-protein coding RNA 1277
107986656,0.0,LOC107986656,uncharacterized LOC107986656
134637,0.0,ADAT2,adenosine deaminase tRNA specific 2
8504,0.0,PEX3,peroxisomal biogenesis factor 3
2519,0.0,FUCA2,alpha-L-fucosidase 2
105378035,0.0,LOC105378035,uncharacterized LOC105378035
285740,0.0,PHACTR2-AS1,PHACTR2 antisense RNA 1
9749,0.0,PHACTR2,phosphatase and actin regulator 2
84946,0.0,LTV1,LTV1 ribosome biogenesis factor
153918,0.0,ZC2HC1B,zinc finger C2HC-type containing 1B
5325,0.0,PLAGL1,PLAG1 like zinc finger 1
57061,0.0,HYMAI,hydatidiform mole associated and imprinted
83443,0.0,SF3B5,splicing factor 3b subunit 5
105378036,0.0,LOC105378036,uncharacterized LOC105378036
8676,0.0,STX11,syntaxin 11
100189313,0.0,TRL-TAA1-1,tRNA-Leu (anticodon TAA) 1-1
7402,0.0,UTRN,utrophin
106635530,0.0,SNORA98,"small nucleolar RNA, H/ACA box 98"
100189422,0.0,TRQ-TTG4-1,tRNA-Gln (anticodon TTG) 4-1
7957,0.0,EPM2A,"EPM2A glucan phosphatase, laforin"
100507557,0.0,EPM2A-DT,EPM2A divergent transcript
105378039,0.0,LOC105378039,uncharacterized LOC105378039
84085,0.0,FBXO30,F-box protein 30
257218,0.0,SHPRH,SNF2 histone linker PHD RING helicase
2911,0.0,GRM1,glutamate metabotropic receptor 1
10981,0.0,RAB32,"RAB32, member RAS oncogene family"
